category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
Films,Rush,"BBC, iPlayer, TV, Rush",15,"strong language, sex, bloody injury detail",The story of the rivalry between 1970s F1 champions Niki Lauda and James Hunt.,2.0,110 mins,6600,2013,The story of the rivalry between 1970s F1 champions Niki Lauda and James Hunt.,"The story of the rivalry between legendary F1 racing champions Niki Lauda and James Hunt, two charismatic drivers with entirely different approaches and personalities.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p08k2f7f.jpg
Films,Anne of Green Gables,"BBC, iPlayer, TV, Anne of Green Gables",PG,"mild threat, upsetting scenes",The story of a young orphan girl who is adopted by a pair of farmers.,1.0,74 mins,4466,1934,The story of a young orphan girl who is adopted by a pair of farmers.,Adaptation of LM Montgomery's classic about a middle-aged brother and sister who apply to adopt a boy to help on their farm but are sent a girl instead.,"Adaptation of LM Montgomery's Canadian classic following the adventures of determined, imaginative optimist Anne Shirley. Middle-aged brother and sister Matthew and Marilla Cuthbert want some help on the farm so they decide to adopt a boy. However, the orphanage sends them a girl by mistake.",https://ichef.bbci.co.uk/images/ic/1200x675/p08xzbfy.jpg
Films,Blue Story,"BBC, iPlayer, TV, Blue Story",15,"very strong language, strong violence, threat, sex, drug misuse",A feature adaptation of Rapmans YouTube series about two young friends in south London.,2.0,86 mins,5160,2018,A feature adaptation of Rapman's YouTube series about two young friends in south London.,A feature adaptation of Rapman's YouTube series about two young south London friends from different boroughs and their deepening relationships with gangs and girls.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0blhwcf.jpg
Films,Red Joan,"BBC, iPlayer, TV, Red Joan",12,"moderate sex, suicide references",Octogenarian Joan Stanley is arrested and accused of having worked as a Soviet spy.,3.0,93 mins,5580,2019,Octogenarian Joan Stanley is arrested and accused of having worked as a Soviet spy.,"Following the story of Joan Stanley, a Cambridge science graduate who stole British nuclear secrets and passed them to the Soviet Union after WWII.","Following the story of Joan Stanley, a Cambridge science graduate who stole British nuclear secrets and passed them to the Soviet Union after WWII. Joan's espionage activities remained unknown for decades, until her cover was blown and MI5 finally caught up with her in her 80s.",https://ichef.bbci.co.uk/images/ic/1200x675/p09c8bxp.jpg
Films,The Velvet Touch,"BBC, iPlayer, TV, The Velvet Touch",PG,"mild violence, suicide references, threat",The action of a heated moment is a turning point in the life of an actress.,1.0,93 mins,5563,1948,The action of a heated moment is a turning point in the life of an actress.,Drama. The action of a heated moment is a turning point in the life of actress Valerie Stanton (Rosalind Russell).,"The action of a heated moment, when she lashes out in frustrated rage, is a turning point in the life of actress Valerie Stanton. She always wanted to play tragedy - but never meant it to be her own.",https://ichef.bbci.co.uk/images/ic/1200x675/p08dsx0l.jpg
Films,Versus - The Life and Films of Ken Loach,"BBC, iPlayer, TV, Versus - The Life and Films of Ken Loach",12,infrequent strong language,"Ken Loach reflects on his career, with comments from colleagues, friends and family.",1.0,90 mins,5371,2015,"Ken Loach reflects on his career, with comments from colleagues, friends and family.","Biographical documentary. Ken Loach reflects on his often controversial career, with comments from colleagues, friends and family.","Ken Loach, who has been making socially aware dramas and documentaries for over 50 years, reflects on his often controversial career, with comments from colleagues, friends and family. Successes like Cathy Come Home, Kes and Palm d'Or winning The Wind that Shakes the Barley are matched by tales of projects shelved or pilloried, a stage play cancelled during rehearsals, and a personal tragedy.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b5vn0y.jpg
Films,Judy,"BBC, iPlayer, TV, Judy",12,"drug misuse, infrequent strong language",Judy Garland arrives in London in the winter of 1968 to perform a series of concerts.,3.0,109 mins,6513,2019,Judy Garland arrives in London in the winter of 1968 to perform a series of concerts.,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts. From BBC Films.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0b8rsw6.jpg
Films,Rio Bravo,"BBC, iPlayer, TV, Rio Bravo",PG,"mild violence, threat, sex references",Holding a killer spells trouble for Sheriff Chance in a remote Texan town.,1.0,135 mins,8112,1959,Holding a killer spells trouble for Sheriff Chance in a remote Texan town.,Characterful classic western. Holding a killer spells trouble for Sheriff Chance in a remote Texan town.,"Holding a killer spells trouble for Sheriff Chance in a remote Texan town. The jailed man’s brother has money and men, while Chance’s few allies include an alcoholic and a shady lady.Characterful classic western.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bkv11f.jpg
Films,She Wore a Yellow Ribbon,"BBC, iPlayer, TV, She Wore a Yellow Ribbon",PG,mild violence,A US cavalry officer suffers a setback on his last mission. Starring John Wayne.,1.0,99 mins,5959,1949,A US cavalry officer suffers a setback on his last mission. Starring John Wayne.,"Western drama with John Wayne as a US cavalry officer on his last duty before retiring, escorting two women civilians to a stagecoach. The second in John Ford's cavalry trilogy.","In the second in John Ford's cavalry trilogy, a US cavalry officer suffers a setback on his last mission and is 'retired' before he can take further action. To avert a full-scale war, he decides to act alone.",https://ichef.bbci.co.uk/images/ic/1200x675/p08y06lt.jpg
Films,Man on the Moon,"BBC, iPlayer, TV, Man on the Moon",15,contains strong language,"Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.",3.0,110 mins,6578,1999,"Biopic of controversial comedian and star of Taxi and Saturday Night Live, Andy Kaufman.","Biopic of controversial comedian Andy Kaufman. Star of Taxi and Saturday Night Live, Kaufman's unorthodox humour was often misunderstood. With Jim Carrey and Courtney Love.","Biopic of controversial comedian Andy Kaufman, starring Jim Carrey. Star of Taxi and Saturday Night Live, Kaufman was a troubled individual for whom the boundaries of reality and stage performance were often blurred. Frequently misunderstood, even by those closest to him, he remained a strictly maverick entertainer until his untimely death from lung cancer in 1984.",https://ichef.bbci.co.uk/images/ic/1200x675/p05mwz8b.jpg
Films,Shaun the Sheep: The Flight Before Christmas,"BBC, iPlayer, TV, Shaun the Sheep: The Flight Before Christmas",U,rude humour,"Its Christmas Eve at Mossy Bottom Farm, and Shaun has to rescue Timmy.",,30 mins,1799,2020,"It's Christmas Eve at Mossy Bottom Farm, and Shaun has to rescue Timmy.","It's Christmas Eve at Mossy Bottom Farm, but the seasonal excitement turns to dismay when Timmy inadvertently heads off to a Christmas market in the back of the farmer's truck.","It's Christmas Eve at Mossy Bottom Farm, but Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings inadvertently leads to Timmy heading off to a Christmas market in the back of the farmer's truck. Shaun mounts a rescue mission to the local town.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b8xzqd.jpg
Films,Tycoon,"BBC, iPlayer, TV, Tycoon",U,mild violence,Romantic melodrama about an engineer battling to build a railroad and save his marriage.,1.0,123 mins,7374,1947,Romantic melodrama about an engineer battling to build a railroad and save his marriage.,"Romantic melodrama about an engineer, played by John Wayne, battling to build a railroad in the Andes while trying to save his marriage to the boss's daughter.","Romantic melodrama about an engineer battling to build a railroad in the Andes while trying to save his marriage to the boss's daughter. After wedding his bride against her father's wishes, he then jeopardises his marriage and the railroad enterprise by single-mindedly battling to get the extraordinary engineering project completed on time and within budget.",https://ichef.bbci.co.uk/images/ic/1200x675/p09jg9fd.jpg
Films,Blackbeard the Pirate,"BBC, iPlayer, TV, Blackbeard the Pirate",PG,contains moderate violence,Swashbuckling adventure set on the high seas in the 17th century. Starring Robert Newton.,3.0,99 mins,5913,1952,Swashbuckling adventure set on the high seas in the 17th century. Starring Robert Newton.,Swashbuckler set on the high seas in the 17th century. Edward Maynard sets out to claim a fortune by posing as a surgeon on Blackbeard's ship.,"Swashbuckling adventure set on the high seas in the 17th century, when the Spanish Main was plagued with piracy. The English monarch, enraged by the infamous buccaneer Blackbeard's interference with legitimate commerce, dispatches Sir Henry Morgan to confront the pirate and his crew of cut-throats. But having kidnapped Sir Henry's bride, Blackbeard now holds a worthwhile hostage.",https://ichef.bbci.co.uk/images/ic/1200x675/p08dtdhm.jpg
Films,The Outlaw,"BBC, iPlayer, TV, The Outlaw",U,contains mild western violence,Unconventional western about the life of legendary outlaw Billy the Kid.,3.0,111 mins,6655,1943,Unconventional western about the life of legendary outlaw Billy the Kid.,"Unconventional western about the life of outlaw Billy the Kid, including his partnership with Doc Holliday and clashes with lawman Pat Garrett. Stars Jane Russell and Jack Buetel.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09m5mdc.jpg
Films,Effie Gray,"BBC, iPlayer, TV, Effie Gray",12,moderate sex references,"Dakota Fanning stars as Effie Gray, who at 19 became the wife of John Ruskin (Greg Wise).",1.0,99 mins,5933,2014,"Dakota Fanning stars as Effie Gray, who at 19 became the wife of John Ruskin (Greg Wise).","Drama based on a true story. When young Effie Gray becomes the wife of John Ruskin, it soon becomes apparent that Ruskin regards her as a muse rather than a wife.","When young Effie Gray becomes the wife of John Ruskin, one of the most distinguished writers and critics of the day, who has known her since her childhood, it soon becomes apparent that Ruskin regards her as a muse rather than a wife, and the stifling atmosphere of their home and Ruskin's overbearing wealthy parents soon take a toll on Effie's health. A trip back to Scotland for Ruskin to have his portrait painted by his protege John Everett Millais increases the distance between husband and wife, but the sympathy shown by Millais begins to offer her a release.",https://ichef.bbci.co.uk/images/ic/1200x675/p05m6cbx.jpg
